64
36 4
73763.6171875 -145118.9375
92255.2265625 -179079.453125
58990.171875 -197192.375
39077.9609375 -164005.375
37 4
46110.0820312 -160176.375
66022.2890625 -193363.375
32329.7460938 -211709.046875
12417.5498047 -178522.046875
38 4
19449.6679688 -174693.046875
39361.8632812 -207880.046875
5669.33300781 -226225.71875
-14242.8710938 -193038.71875
39 4
-7210.75488281 -189209.71875
12701.4501953 -222396.71875
-21984.1992188 -241283.15625
-40475.8085938 -207322.640625
40 4
21136.2050781 -138854.546875
54964.6523438 -120434.851562
73456.25 -154395.375
41048.40625 -172041.53125
41 4
-4666.98144531 -152904.453125
28168.3222656 -135025.546875
48080.5273438 -168212.53125
15245.2099609 -186091.46875
42 4
-30470.1855469 -166954.375
2365.13574219 -149075.453125
22277.3261719 -182262.453125
-10557.9902344 -200141.375
43 4
-55845.90625 -180771.53125
-23438.0703125 -163125.375
-3525.87304688 -196312.375
-37354.3085938 -214732.046875
44 4
2774.99169922 -113932.09375
34922.9492188 -96427.4375
53414.546875 -130387.953125
22687.1914062 -147119.09375
45 4
-21347.7167969 -127066.984375
9807.109375 -110103.085938
29719.3085938 -143290.09375
-1435.5234375 -160254.0
46 4
-45470.4375 -140201.875
-14315.5996094 -123237.976562
5596.59423828 -156424.984375
-25558.2421875 -173388.875
47 4
-69165.6875 -153104.015625
-38438.3203125 -136372.875
-18526.1230469 -169559.875
-50674.0898438 -187064.53125
48 4
5393.14257812 -77586.3203125
23884.7519531 -111546.84375
-5264.16210938 -127418.515625
-25176.3652344 -94231.5078125
49 4
-18144.2480469 -90402.5
1767.95458984 -123589.507812
-27808.4414062 -139693.9375
-47720.6367188 -106506.9375
50 4
-40688.5195312 -102677.929688
-20776.3242188 -135864.9375
-50352.7070312 -151969.359375
-70264.90625 -118782.359375
51 4
-63232.7890625 -114953.351562
-43320.5898438 -148140.359375
-73890.109375 -164785.546875
-92381.7265625 -130825.03125
52 4
-80315.1875 50346.125
-61823.5859375 16385.6132812
-93255.703125 -729.269042969
-113167.898438 32457.7246094
53 4
-106135.78125 36286.734375
-86223.5859375 3099.74023438
-118083.171875 -14247.9023438
-137995.375 18939.0917969
54 4
-130963.257812 22768.1015625
-111051.054688 -10418.8925781
-142910.640625 -27766.5332031
-162822.828125 5420.46386719
55 4
-155790.703125 9249.47363281
-135878.515625 -23937.5234375
-168731.234375 -41825.9296875
-187222.828125 -7865.41357422
56 4
-129440.898438 58517.2109375
-97022.765625 76168.9765625
-78531.1640625 42208.4609375
-109528.695312 25330.2148438
57 4
-153833.78125 45235.2109375
-122408.78125 62346.21875
-102496.578125 29159.2226562
-133921.578125 12048.2167969
58 4
-178226.671875 31953.2128906
-146801.65625 49064.21875
-126889.453125 15877.2265625
-158314.46875 -1233.78125
59 4
-202192.078125 18903.9667969
-171194.546875 35782.2226562
-151282.34375 2595.22705078
-183700.484375 -15056.5449219
60 4
-139159.90625 88145.3515625
-107987.273438 105118.945312
-89495.671875 71158.4296875
-119247.703125 54958.359375
61 4
-162307.28125 75541.53125
-132127.78125 91974.359375
-112215.585938 58787.3710938
-142395.09375 42354.5390625
62 4
-185454.671875 62937.7070312
-155275.15625 79370.5390625
-135362.96875 46183.5507812
-165542.46875 29750.7207031
63 4
-208174.5625 50566.65625
-178422.546875 66766.71875
-158510.34375 33579.7304688
-189682.96875 16606.1367188
